Row,Name,Assembly Length,# Genes,Published
2035,Rhodosporidium toruloides IFO0559_1,"21,148,033","8,165","Zhang S et al., 2016"
2037,Rhodosporidium toruloides IFO1236_1,"20,452,897","7,479","Zhang S et al., 2016"
2039,Rhodotorula glutinis v1.0,"20,088,400","8,277",
2041,Rhodotorula mucilaginosa ATCC58901 v1.0,"19,873,570","7,810",
2043,Rhodotorula sp. CCFEE 5036,"19,072,598","6,434","Coleine C et al., 2020"
2045,Rhodotorula taiwanensis MD1149,"19,568,495","7,014","Tkavc R et al., 2017"
2047,Rhynchosporium commune UK7,"55,569,529","12,211","Penselin D et al., 2016"
2049,Rhytidhysteron rufulum,"40,184,762","12,117","Ohm RA et al., 2012"
2051,Rickenella mellea v1.0 (SZMC22713),"45,069,463","17,139","Krizsán K et al., 2019"
2053,Roridomyces roridus 9284 v1.0,"91,122,911","26,381","Harder CB et al., 2024"
2055,Rosellinia necatrix W97,"44,257,831","12,444","Shimizu T et al., 2018"
2057,Rozella allomycis CSF55,"11,859,274","6,350","James TY et al., 2013"
2059,Russula brevipes BPL707 v1.0,"48,529,157","14,000","Looney B et al., 2022"
2060,Russula compacta BPL669 v1.0,"45,678,814","10,834","Looney B et al., 2022"
2062,Russula earlei BPL698 v1.0,"70,012,961","12,153","Looney B et al., 2022"
2064,Russula emetica Přilba v1.0,"55,121,418","13,215","Miyauchi S et al., 2020"
2066,Russula rugulosa BPL654 v1.0,"43,452,339","13,281","Looney B et al., 2022"
2068,"Russula sp, TAS8 v1.0","71,058,637","13,017",
2070,Russula sp. SA2 v1.0,"72,281,534","11,878",
2071,Russula vinacea BPL710 v1.0,"43,280,073","12,673","Looney B et al., 2022"
2073,Saccharata proteae CBS 121410 v1.0,"31,432,921","9,234","Haridas S et al., 2020"
2075,Saccharomyces boulardii unique28,"12,001,065","5,493","Khatri I et al., 2017"
2077,Saccharomyces cerevisiae M3836 v1.0,"11,532,651","5,984","Brown SD et al., 2013"
2079,Saccharomyces cerevisiae M3838 v1.0,"11,571,570","5,991","Brown SD et al., 2013"
2080,Saccharomyces cerevisiae M3839 v1.0,"11,550,170","5,989","Brown SD et al., 2013"
2081,Saccharomyces cerevisiae S288C,"12,070,898","6,575","Goffeau A et al., 1996"
2082,Saccharomyces cerevisiae YB210 v1.0,"11,803,935","5,994",
2083,Saccharomyces eubayanus FM1318,"11,670,174","5,370","Baker E et al., 2015"
2084,Saccharomycetaceae sp Ashbya aceri,"8,867,527","4,479","Dietrich FS et al., 2013"
2086,Saitoella complicata NRRL Y-17804 v1.0,"14,136,186","7,034","Riley R et al., 2016"
2088,Sarcoscypha coccinea ATCC 58028 v1.0,"39,089,751","13,738",
2090,Sarocladium strictum UNK v1.0,"35,681,598","13,206",
2091,Saturnispora dispora NRRL Y-1447,"10,120,266","4,881","Krassowski T et al., 2018"
2093,Scheffersomyces amazonensis UFMG-HMD-26.3 v1.0,"14,209,774","6,071","Barros Katharina O. et al., 2024"
2095,Scheffersomyces cryptocercus NRRL Y-48824T v1.0,"16,868,816","6,171",
2097,Scheffersomyces illinoisensis NRRL Y-48827T v1.0,"14,628,997","5,794",
2099,Scheffersomyces insectosa NRRL Y-12854T v1.0,"17,547,331","6,162",
2100,Scheffersomyces lignicola CBS10612T v1.0,"12,903,330","5,860",
2101,Scheffersomyces lignosus NRRL Y-12856T v1.0,"16,663,053","6,121",
2102,Scheffersomyces queiroziae UFMG-CLM-5.1 v1.0,"14,306,452","5,964",
2103,Scheffersomyces segobiensis NRRL Y-11571T v1.0,"14,996,242","5,935",
2104,Scheffersomyces shehatae NRRL Y-12858T v1.0,"16,623,917","6,035",
2105,Scheffersomyces stipitis NRRL Y-11545 v2.0,"15,441,079","5,807","Jeffries TW et al., 2007"
2107,Scheffersomyces virginianus NRRL Y-48822T v1.0,"17,754,498","6,121",
2109,Scheffersomyces xylosifermentans CBS12540T v1.0,"17,250,428","6,180","Barros Katharina O. et al., 2024"
2111,Schizophyllum commune 223.1 v1.0,"37,738,624","13,373","Marian IM et al., 2024"
2113,Schizophyllum commune 227.1 v1.0,"38,321,158","13,547","Marian IM et al., 2024"
2115,Schizophyllum commune H4-8 v3.0,"38,670,379","16,319","Marian IM et al., 2022"
2117,Schizophyllum commune Loenen D v1.0,"35,882,427","13,827","Marian IM et al., 2022"
2119,Schizophyllum commune ZB1 v1.0,"36,907,064","13,419","Marian IM et al., 2024"
2121,Schizophyllum fasciatum CBS 267.60 v1.0,"30,435,173","11,722","Marian IM et al., 2024"
2123,Schizopora paradoxa KUC8140 v1.0,"44,406,206","17,098","Min B et al., 2015"
2125,Schizosaccharomyces japonicus yFS275,"11,733,154","4,878","Rhind N et al., 2011"
2127,Schizosaccharomyces pombe,"12,611,948","5,134","Wood V et al., 2002"
2128,Schizothecium conicum SC1-Ups v1.0,"45,272,810","11,786","Hensen N et al., 2023"
2130,Scleroderma citrinum Foug A v1.0,"56,144,862","21,012","Kohler A et al., 2015"
2131,Scleroderma citrinum hr. v1.0,"77,472,219","10,323",
2132,Scleroderma yunnanense jo. v1.0,"45,547,305","10,194",
2134,Sclerophora sanguinea CBS100924 v1.0,"18,019,643","7,223",
2136,Sclerotinia sclerotiorum v1.0,"38,330,212","14,503","Amselem J et al., 2011"
2138,Sebacina vermifera MAFF 305830 v1.0,"38,094,242","15,312","Kohler A et al., 2015"
2140,Septoria musiva SO2202 v1.0,"29,352,103","10,233","Ohm RA et al., 2012"
2141,Septoria populicola v1.0,"33,188,813","9,739","Ohm RA et al., 2012"
2143,Serendipita sp. 405 v1.0,"35,358,857","10,849",
2144,Serendipita sp. 407 v1.0,"40,693,196","10,738",
2146,Serendipita vermifera ssp. bescii NFPB0129 v1.0,"36,850,610","14,208",
2148,Serpula lacrymans S7.3 v2.0,"47,042,600","14,495","Eastwood DC et al., 2011"
2150,Serpulomyces borealis OMC1750 v1.0,"52,286,917","12,934",
2151,Setomelanomma holmii CBS 110217 v1.0,"39,179,649","14,389","Haridas S et al., 2020"
2152,Setophoma terrestris 302B_T16_1 v1.0,"43,887,901","15,437",
2153,Setophoma terrestris DSE6109 v1.0,"48,967,419","16,142",
2154,Setosphaeria turcica Et28A v2.0,"43,014,577","12,028","Ohm RA et al., 2012"
2156,Sidera vulgaris OMC 1730 v1.0,"67,247,330","13,089",
2158,Sistotrema brinkmannii OMC1754 v1.0,"38,515,943","13,245",
2159,Sistotrema muscicola OMC 1658 v1.0,"43,671,079","10,463",
2160,Sistotrema raduloides OMC1660 v1.0,"53,934,495","12,046",
2161,Sistotrema sernanderi OMC 1753 v1.0,"41,491,561","11,970",
2163,Sistotremastrum niveocremeum HHB9708 ss-1 1.0,"35,361,098","13,080","Nagy LG et al., 2016"
2164,Sistotremastrum suecicum v1.0,"33,857,913","13,657","Nagy LG et al., 2016"
2166,Slooffia pilatii Y-17178 v1.0,"34,802,152","12,822",
2167,Smittium culicis GSMNP,"77,124,806","12,166","Wang Y et al., 2016"
2168,Smittium culicis ID-206-W2,"71,049,901","11,260","Wang Y et al., 2016"
2169,Smittium mucronatum ALG-7-W6,"102,350,667","8,247","Wang Y et al., 2016"
2171,Sodiomyces alkalinus v1.0,"43,450,096","9,411","Grum-Grzhimaylo AA et al., 2018"
2173,Sordaria humana MPI-SDFR-AT-0083 v1.0,"39,449,547","11,075","Mesny F et al., 2021"
2175,Sparassis latifolia CCMJ1100 v1.0,"35,658,227","12,815",
2177,Spathaspora passalidarum NRRL Y-27907 v2.0,"13,182,099","5,983","Wohlbach DJ et al., 2011"
2179,Spathularia flavida,"35,536,079","9,941",
2181,Sphaerosporella brunnea Sb_GMNB300 v2.0,"51,598,955","12,597","Benucci GMN et al., 2019"
2183,Spizellomyces punctatus DAOM BR117,"24,131,112","9,424","Russ C et al., 2016"
2185,Sporisorium reilianum SRZ2,"18,386,378","6,648","Schirawski J et al., 2010"
2187,Sporobolomyces linderae CBS 7893 v1.0,"18,244,034","9,062",
2189,Sporodiniella umbellata MES 1446 v1.0,"26,235,891","10,781","Chang Y et al., 2022"
2191,Sporormia fimetaria v1.0,"25,892,244","10,783","Haridas S et al., 2020"
2192,Sporothrix brasiliensis 5110,"33,170,021","9,067","Teixeira MM et al., 2014"
2193,Sporothrix insectorum RCEF 264,"34,722,120","9,496","Shang Y et al., 2016"
2194,Sporothrix schenckii 1099-18,"32,348,531","10,277","Teixeira MM et al., 2014"
2195,Spraguea lophii 42 110,"4,980,876","2,499","Campbell SE et al., 2013"
2196,Stachybotrys chartarum IBT 40288,"36,012,651","11,368","Semeiks J et al., 2014"
2197,Stachybotrys chlorohalonata IBT 40285,"34,390,047","10,706","Semeiks J et al., 2014"
2198,Stachybotrys elegans MPI-CAGE-CH-0235 v1.0,"43,467,584","14,925","Mesny F et al., 2021"
2199,Stagonospora nodorum SN15 v2.0,"37,213,987","12,380","Hane JK et al., 2007"
2200,Stagonospora sp. SRC1lsM3a v1.0,"36,082,944","14,430","Zeiner CA et al., 2016"
2202,Staphylotrichum longicolle CBS 103.79 v1.0,"34,697,425","10,752","Hensen N et al., 2023"
2203,Starmerella bombicola SB1 v1.0,"9,676,663","4,662",
2204,Starmerella floricola CF1 v2.0,"10,565,881","4,802",
2205,Stemphylium lycopersici CIDEFI-216,"35,173,254","8,997","Franco ME et al., 2015"
2207,Stereum hirsutum FP-91666 SS1 v1.0,"46,511,623","14,072","Floudas D et al., 2012"
2209,Stomiopeltis betulae CBS114420 v1.0,"37,547,027","12,707",
2210,Stropharia rugosoannulata MYCOTA018 v1.0,"96,786,898","17,978",
2212,Suillus acidus FC148 v1.0,"57,731,579","17,622",
2214,Suillus ampliporus FC55 v1.0,"58,334,580","16,527","Lofgren LA et al., 2021"
2216,Suillus brevipes Sb2 v2.0,"52,027,859","21,458","Branco S et al., 2015"
2218,Suillus cf. sibiricus RUI384 v1.0,"106,851,732","21,955",
2220,Suillus cf. variegatus FC465 v1.0,"52,286,509","16,059",
2222,Suillus collinitus S28 v1.0,"82,814,809","16,625",
2224,Suillus decipiens EM49 v1.0,"62,784,544","16,894","Lofgren LA et al., 2021"
2226,Suillus elbensis FC64 v1.0,"49,992,238","16,813",
2228,Suillus glandulosipes FC488 v1.0,"97,749,994","21,314",
2230,Suillus grisellus FC184 v1.0,"27,163,220","10,170",
2232,Suillus kaibabensis FC96 v2.0,"49,971,042","13,919",
2233,Suillus lakei FC43 v1.0,"79,746,074","19,384","Lofgren LA et al., 2021"
2234,Suillus luteus 16.09.17.av07 v1.0,"39,232,458","13,348",
2235,Suillus luteus UH-Slu-Lm8-n1 v3.0,"44,486,502","16,588","Kohler A et al., 2015"
2237,Suillus ochraceoroseus FC498 v1.0,"71,521,688","17,772",
2239,Suillus placidus DOB743 v1.0,"55,323,552","15,123","Lofgren LA et al., 2021"
2240,Suillus placidus S07 v1.0,"45,943,075","14,550",
2241,Suillus plorans S12 v1.0,"51,861,001","16,402","Lofgren LA et al., 2021"
2242,Suillus pseudogranulatus FC45 v1.0,"53,289,868","13,672",
2243,Suillus punctipes FC325 v1.0,"48,707,271","14,249",
2244,Suillus pungens FC27 v1.0,"35,632,633","12,148",
2245,Suillus quiescens AUS222 v1.0,"34,152,517","11,697",
2246,Suillus quiescens AUS223 v1.0,"34,515,209","12,072",
2247,Suillus quiescens FC197 v1.0,"44,533,703","12,066",
2248,Suillus quiescens FC198 v1.0,"27,113,927","12,014",
2249,Suillus quiescens NZ227 v1.0,"38,947,259","12,070",
2250,Suillus sp. nov. FC429 v1.0,"45,274,385","14,111",
2251,Suillus spraguei EM44 v1.0,"87,086,403","19,349","Lofgren LA et al., 2021"
2252,Suillus subalutaceus FC151 v1.0,"64,971,567","17,080","Lofgren LA et al., 2021"
2253,Suillus subaureus MN1 v1.0,"57,660,940","15,740","Lofgren LA et al., 2021"
2254,Suillus tomentosus FC115 v1.0,"53,063,458","17,198","Lofgren LA et al., 2021"
2255,Suillus variegatus UH-Sva-Z1 v1.0,"64,862,609","17,072","Lofgren LA et al., 2021"
2256,Suillus viscidus S02 v2.0,"74,730,232","22,317",
2257,Suillus weaverae EM37 v1.0,"42,341,223","15,802","Lofgren LA et al., 2021"
2258,Symbiotaphrina kochii v1.0,"24,834,845","10,482",
2260,Syncephalastrum racemosum NRRL 2496 v1.0,"30,745,403","11,124","Mondo SJ et al., 2017"
2262,Syncephalis plumigaleata NRRL S24 v1.0,"32,907,727","8,130","Chang Y et al., 2022"
2263,Syncephalis pseudoplumigaleata Benny S71-1 single-cell v1.0,"16,269,185","6,123","Ahrendt SR et al., 2018"
2264,Syzygites megalocarpus MES 1450 v1.0,"26,154,104","10,698",
2265,Talaromyces aculeatus ATCC 10409 v1.0,"37,268,618","13,793",
2266,Talaromyces atroroseus IBT 11181,"30,858,562","9,523","Thrane U et al., 2017"
2267,Talaromyces borbonicus CBS 141340,"27,050,413","9,744","Varriale S et al., 2018"
2268,Talaromyces islandicus WF3812,"34,715,840","9,927","Schafhauser T et al., 2015"
2269,Talaromyces marneffei ATCC 18224,"28,643,865","10,638","Nierman WC et al., 2015"
2270,Talaromyces proteolyticus PMI_201 v1.0,"37,611,490","13,587",
2271,Talaromyces sp. HC1 v1.0,"35,596,223","12,796",
2273,Taphrina deformans,"13,364,053","4,609","Cissé OH et al., 2013"
2274,Taphrina populi-salicis CBS419.54 v1.0,"13,214,580","6,155",
2275,Teichospora sp. FL1471 v1.0,"31,665,731","10,955",
2276,Teratosphaeria nubilosa CBS 116005 v1.0,"28,443,146","10,998","Haridas S et al., 2020"
2277,Teratosphaeriaceae sp. NC1134 v1.0,"31,057,076","12,652",
2278,Terfezia boudieri ATCC MYA-4762 v1.1,"63,234,573","12,114","Murat C et al., 2018"
2279,Terfezia claveryi T7 v1.0,"74,471,381","12,765","Miyauchi S et al., 2020"
2281,Testicularia cyperi MCA 3645 v1.0,"20,778,962","7,069","Kijpornyongpan T et al., 2018"
2283,Tetrapisispora phaffii CBS 4417,"12,115,070","5,253","Gordon JL et al., 2011"
2284,Thamnidium elegans v1.0,"34,252,226","13,104","Chang Y et al., 2022"
2286,Thanatephorus cucumeris MPI-SDFR-AT-0096 v1.0,"45,795,111","12,955","Mesny F et al., 2021"
2288,Thelebolus microsporus ATCC 90970 v1.0,"27,344,100","10,290",
2289,Thelebolus stercoreus,"26,091,195","8,590",
2291,Thelephora terrestris UH-Tt-Lm1 v1.0,"40,733,037","13,338","Miyauchi S et al., 2020"
2292,Thermoascus aurantiacus ATCC26904 v2.0,"28,490,209","8,761",
2294,Thermoascus thermophilus ATCC 26413,"24,769,245","6,884",
2295,Thermocarpiscus australiensis ATCC 28236,"28,862,251","10,296",
2297,Thermomyces lanuginosus ATCC 200065,"19,918,373","8,129",
2299,Thermomyces stellatus CBS 21464,"29,549,615","10,386",
2301,Thermothelomyces hinnuleus ATCC 52474,"29,261,746","7,392",
2303,Thielavia terrestris v2.0,"36,912,256","9,813","Berka RM et al., 2011"
2304,Thielaviopsis punctulata CR-DP1,"28,117,660","5,296","Wingfield BD et al., 2015"
2306,Thyridium sp. CBS 149464 v1.0,"43,069,695","15,330",
2308,Tilletia controversa DAOM 236426,"28,841,097","9,860","Nguyen HDT et al., 2019"
2310,Tilletia walkeri DAOM 236422,"24,286,172","7,970","Nguyen HDT et al., 2019"
2312,Tilletiopsis albescens v1.0,"24,473,709","8,471",
2313,Tilletiopsis sp. TKC30 v1.0,"27,941,152","9,728",
2315,Tirmania nivea G3 v1.0,"63,133,441","10,591","Miyauchi S et al., 2020"
2317,Tolypocladium inflatum NRRL 8044,"30,348,711","9,998","Bushley KE et al., 2013"
2319,Tolypocladium paradoxum NRBC 100945,"27,610,157","8,983","Quandt CA et al., 2018"
2321,Torrubiella hemipterigena BCC1449,"28,476,206","11,471","Horn F et al., 2015"
2323,Torulaspora delbrueckii CBS 1146,"9,220,678","4,972","Gordon JL et al., 2011"
2325,Trachipleistophora hominis,"8,498,182","3,212","Heinz E et al., 2012"
2327,Trametes cingulata CIRM-BRFM 1805 v1.0,"35,002,292","14,110","Hage H et al., 2021"
2329,Trametes ljubarskyi CIRM-BRFM 1659 v1.0,"34,004,100","13,180","Hage H et al., 2021"
2330,Trametes maxima CIRM-BRFM 1813 v1.0,"36,566,397","12,468","Hage H et al., 2021"
2332,Trametes polyzona CIRM-BRFM 1798 v1.0,"34,431,392","12,346","Hage H et al., 2021"
2334,Trametes versicolor ATCC 20869,"43,665,725","15,606",
2336,Trametopsis cervina CIRM-BRFM 1824 v1.0,"29,819,895","11,836","Hage H et al., 2021"
2338,Tremella mesenterica Fries v1.0,"28,639,919","8,313","Floudas D et al., 2012"
2340,Tricharina aff. praecox DOB1048 v1.0,"39,925,980","10,389",
2342,Trichocladium antarcticum CBS 123565 v1.0,"40,662,258","9,204","Hensen N et al., 2023"
2344,Trichocoma paradoxa CBS 103.73 v1.0,"90,747,983","10,928",
2346,Trichoderma aethiopicum CBS130628 v1.0,"32,069,629","10,504",
2348,Trichoderma aggressivum SZMC 3109 v1.0,"40,198,631","12,489",
2349,Trichoderma alni SZMC 28000 v1.0,"45,849,380","12,485",
2350,Trichoderma amazonicum CBS 121216 v1.0,"39,720,323","12,696",
2351,Trichoderma amazonicum SZMC 28009,"39,708,519","12,689",
2353,Trichoderma asperelloides SZMC 27998 v1.0,"37,377,375","11,746",
2355,Trichoderma asperelloides TR356 v1.0,"35,388,325","12,320","Kubicek CP et al., 2019"
2356,Trichoderma asperellum CBS 433.97 v1.0,"37,464,610","12,586","Druzhinina IS et al., 2018"
2358,Trichoderma atroviride B10 v1.0,"36,332,534","11,909",
2360,Trichoderma atroviride P1 v1.0,"37,129,917","12,360",
2361,Trichoderma atroviride SC1 v1.0,"35,604,018","11,401",
2363,Trichoderma austrokoningii CBS119092 v1.0,"33,228,153","11,079",
2365,Trichoderma brevicompactum IBT40841,"37,043,576","10,406","Proctor RH et al., 2018"
2367,Trichoderma caesareum CBS 124369 v1.0,"36,598,553","11,839",
2369,Trichoderma capillare CBS130629 v1.0,"34,231,621","10,771",
2370,Trichoderma catoptron CBS114232 v1.0,"36,115,626","11,148",
2372,Trichoderma ceramicum CBS114576 v1.0,"35,250,198","11,530",
2374,Trichoderma chlorosporum CBS114231 v1.0,"36,768,718","11,912",
2375,Trichoderma citrinoviride TUCIM 6016 v4.0,"33,215,161","9,737","Druzhinina IS et al., 2018"
2376,Trichoderma compactum CBS121218 v1.0,"36,582,420","11,803",
2377,Trichoderma crassum CBS 336.93 v1.0,"40,881,464","12,814",
2378,Trichoderma cremeoides CBS 131486 v1.0,"37,509,373","12,005",
2380,Trichoderma eijii CBS 133190 v1.0,"31,036,943","10,032",
2382,Trichoderma europaeum CBS 121276 v1.0,"35,651,519","11,294",
2384,Trichoderma evansii SZMC 28006 v1.0,"38,114,710","11,885",
2386,Trichoderma flagellatum SZMC 28003 v1.0,"34,607,782","10,318",
2388,Trichoderma gamsii T6085,"37,970,415","10,944","Baroncelli R et al., 2016"
2390,Trichoderma gillesii CBS130435 v1.0,"31,838,492","10,252",
2392,Trichoderma guizhouense NJAU 4742,"38,329,450","11,255","Druzhinina IS et al., 2018"
2394,Trichoderma harzianum CBS 226.95 v1.0,"40,980,678","14,095","Druzhinina IS et al., 2018"
2396,Trichoderma harzianum T22 v1.0,"40,378,754","12,762",
2398,Trichoderma helicolixii CBS 133499 v1.0,"36,775,634","12,241",
2400,Trichoderma inhamatum CBS 273.78 v1.0,"38,296,902","12,869",
2402,Trichoderma ivoriense CBS 125734 v1.0,"37,036,475","12,064",
2404,Trichoderma lanuginosum CBS 125718 v1.0,"36,259,530","11,789",
2406,Trichoderma longibrachiatum CBS 115340 v1.0,"32,393,488","10,676",
2408,Trichoderma minutisporum DAOM 175931 v1.0,"36,980,482","11,228",
2410,Trichoderma parareesei CBS 125925,"32,070,663","9,062","Yang D et al., 2015"
2412,Trichoderma pleuroti TPhu1,"38,137,656","10,610","Marik T et al., 2017"
2414,Trichoderma reesei CBS999.97 MAT1-2,"34,324,311","11,087","Li WC et al., 2021"
2416,Trichoderma reesei RUT C-30 v1.0,"32,689,233","9,852","Koike Hideaki et al., 2013"
2418,Trichoderma rossicum M135 v1.0,"37,940,362","12,256",
2420,Trichoderma sp. aff breve SZMC 28012 v1.0,"39,807,863","13,010",
2422,Trichoderma sp. aff lixii SZMC 28015 v1.0,"40,208,467","13,104",
2424,Trichoderma sp. aff palidulum TUCIM 5745 v1.0,"38,144,035","11,720",
2426,Trichoderma sp. aff zeloharzianum SZMC 28011 v1.0,"40,383,558","12,826",
2428,Trichoderma strictipile CBS 347.93 v1.0,"39,809,125","11,698",
2430,Trichoderma taiwanense SZMC 28005 v1.0,"37,012,296","11,805",
2432,Trichoderma velutinum SZMC 28001 v1.0,"41,310,773","13,295",
2434,Tricholoma matsutake 945 v3.0,"175,759,688","22,885","Miyauchi S et al., 2020"
2436,Trichomonascus petasosporus NRRL YB-2093 v1.0,"14,462,715","6,567",
2437,Trichophaea hybrida UTF0779 v1.0,"144,183,925","13,308","Miyauchi S et al., 2020"
2438,Trichophyton equinum CBS 127.97,"24,158,205","8,676","Martinez DA et al., 2012"
2440,Trichophyton mentagrophytes TIMM 2789,"24,069,386","7,860","Alshahni MM et al., 2018"
2441,Trichophyton rubrum CBS 118892,"22,502,330","8,707","Martinez DA et al., 2012"
2442,Trichophyton soudanense CBS 452.61,"22,854,418","10,671","Persinoti GF et al., 2018"
2444,Trichophyton verrucosum HKI 0517,"22,540,967","8,024","Burmester A et al., 2011"
2445,Trichophyton violaceum CMCC(F)T3l,"23,367,123","7,037","Zhan P et al., 2017"
2446,Trichosporon asahii var. asahii CBS 2479,"24,271,268","8,300","Yang R et al., 2003"
2448,Trichosporon chiarellii MYA-4694 v1.0,"24,807,191","7,766",
2450,Trichosporon oleaginosus IBC0246 v1.0,"19,835,558","8,322","Kourist R et al., 2015"
2452,Triparticalcar arcticum BR59 v1.0,"31,548,172","10,963","Amses KR et al., 2022"
2454,Truncatella angustata MPI-SDFR-AT-0073 v1.0,"47,102,642","14,777","Mesny F et al., 2021"
2456,Tuber aestivum var. urcinatum v1.0,"144,718,305","9,344","Murat C et al., 2018"
2457,Tuber borchii Tbo3840 v1.0,"97,184,993","12,346","Murat C et al., 2018"
2459,Tuber canaliculatum GB_Tcana1 v1.0,"119,018,764","13,111",
2461,Tuber indicum v1.0,"110,494,569","11,872","Morin E et al., 2021"
2463,Tuber melanosporum Mel28 v1.2,"124,945,702","10,058","Martin F et al., 2010"
2465,Tuber mesentericum Tmes4 v1.0,"146,226,558","14,712",
2466,Tulasnella calospora AL13/4D v1.0,"62,392,858","19,659","Kohler A et al., 2015"
2468,Tulasnella inquilina UAMH 7632 v1.0,"87,139,136","15,519",
2470,Tulasnella sp. 425 v1.0,"76,594,216","18,652",
2471,Tulasnella sp. 427 v1.0,"56,306,249","13,260",
2473,Umbelopsis angularis P8C34 v1.0,"24,439,702","9,529",
2475,Umbelopsis ramanniana AG v1.0,"23,077,072","9,931","Amses KR et al., 2022"
2476,Umbelopsis sp. PMI123 v1.0,"24,636,683","9,672",
2478,Umbilicaria pustulata,"39,229,750","8,268","Dal Grande F et al., 2017"
2480,Unilacryma unispora MAFF 240146 v1.0,"46,151,572","16,259",
2482,Urocystis primulicola RUB 030670 v1.0,"13,824,135","5,998",
2484,Ustanciosporium gigantosporum RK316 v1.0,"20,195,449","6,705",
2486,Ustilago bromivora UB2112,"20,447,485","7,185","Rabe F et al., 2016"
2488,Ustilago maydis 521 v2.0,"19,664,388","6,785","Kämper J et al., 2006"
2490,Valsa mali str. 03-8,"44,725,953","11,165","Yin Z et al., 2015"
2492,Vanderwaltozyma polyspora DSM 70294,"14,674,591","5,367","Scannell DR et al., 2007"
2494,Vavraia culicis subsp. floridensis,"6,118,689","2,773","Desjardins CA et al., 2015"
2495,Veluticeps abietina OMC1657 v1.0,"43,349,316","13,653",
2497,Venturia inaequalis,"55,126,144","13,233","Deng CH et al., 2017"
2498,Venturia pirina,"40,933,314","11,890","Deng CH et al., 2017"
2499,Venturia populina CBS256.38 v1.0,"54,924,086","12,700",
2500,Venturiales sp. P10P74 v1.0,"44,727,822","15,994",
2502,Verpa conica TJ0815 v1.0,"45,508,997","11,342",
2504,Verruculina enalia CBS 304.66 v1.0,"61,207,694","13,748","Haridas S et al., 2020"
2506,Verticillium dahliae MPI-CAGE-AT-0001 v1.0,"40,173,071","12,343","Mesny F et al., 2021"
2508,Verticillium longisporum VL1,"99,189,222","20,793","Fogelqvist J et al., 2018"
2509,Violaceomyces palustris SA 807 v1.0,"27,323,055","8,060","Kijpornyongpan T et al., 2018"
2510,Viridothelium virens v1.0,"32,160,005","11,858","Haridas S et al., 2020"
2512,Volvariella volvacea V23,"35,720,033","11,084","Bao D et al., 2013"
2514,Vuilleminia comedens VcCUCC2015_SSI6 v1.0,"59,292,727","21,775",
2515,Wallemia ichthyophaga EXF-994,"9,655,632","4,863","Zajc J et al., 2013"
2516,Wallemia mellicola v1.0,"9,815,586","5,284","Padamsee M et al., 2012"
2517,Westerdykella ornata CBS 379.55 v1.0,"26,979,746","10,410","Haridas S et al., 2020"
2518,Whalleya microplaca YMJ1829 v1.0,"48,317,886","12,553","Franco MEE et al., 2022"
2519,Wickerhamiella domercqiae NRRL Y-6692 v1.0,"8,431,421","4,743",
2521,Wickerhamomyces anomalus NRRL Y-366-8 v1.0,"14,145,566","6,423","Riley R et al., 2016"
2523,Wolfiporia cocos MD-104 SS10 v1.0,"50,483,556","12,746","Floudas D et al., 2012"
2524,Xanthophyllomyces dendrorhous CBS 6938 v1.0,"19,531,997","6,491",
2525,Xanthophyllomyces dendrorhous UBV-AX4 v1.0,"19,509,598","6,424",
2526,Xanthoporus peckianus DAOM 52321 v1.0,"48,114,380","15,010",
2528,Xenasmatella tulasnelloidea OMC1662 v1.0,"51,027,523","14,853",
2530,Xerocomus badius 84.06 v1.0,"38,390,415","14,938","Miyauchi S et al., 2020"
2531,Xylaria acuta CBS 122032 v1.0,"47,204,184","12,486","Franco MEE et al., 2022"
2533,Xylaria arbuscula FL1030 v1.0,"52,119,269","12,936","Franco MEE et al., 2022"
2535,Xylaria berteri 95101511 v1.0,"41,977,694","12,717",
2537,Xylaria cf. castorea CBS 124033 v1.0,"45,886,771","12,064","Franco MEE et al., 2022"
2538,Xylaria cf. heliscus FL0509 v2.0,"44,915,837","12,156","Franco MEE et al., 2022"
2539,Xylaria crozonensis 398 v1.0,"40,795,997","12,442",
2540,Xylaria cubensis CBS 116.85 v1.0,"44,845,599","12,717","Franco MEE et al., 2022"
2542,Xylaria curta CBS 114988 v1.0,"43,923,592","13,038","Franco MEE et al., 2022"
2544,Xylaria digitata CBS 161.22 v1.0,"58,420,577","12,640","Franco MEE et al., 2022"
2546,Xylaria flabelliformis NC1011 v1.0,"41,613,484","12,391","Franco MEE et al., 2022"
2548,Xylaria hypoxylon OSC100004 v1.0,"42,850,079","13,084",
2550,Xylaria longipes CBS 148.73 v1.0,"50,750,822","12,544","Franco MEE et al., 2022"
2551,Xylaria nigripes YMJ 653 v1.0,"34,599,847","8,815","Franco MEE et al., 2022"
2553,Xylaria palmicola CBS 124036 v1.0,"43,873,532","11,559","Franco MEE et al., 2022"
2555,Xylaria sp. CBS 124048 v1.0,"33,734,976","8,901","Franco MEE et al., 2022"
2557,Xylaria sp. FL0064 v1.0,"42,828,802","12,075","Franco MEE et al., 2022"
2559,Xylaria sp. FL1042 v1.0,"56,980,401","12,101","Franco MEE et al., 2022"
2561,Xylaria telfairii CBS 121673 v1.0,"46,917,078","12,758","Franco MEE et al., 2022"
2563,Xylariaceae sp. AK1471 v1.0,"52,737,140","14,675","Franco MEE et al., 2022"
2565,Xylariaceae sp. FL0255 v1.0,"50,386,733","13,390","Franco MEE et al., 2022"
